id,name,code
unece_uom_code_94,Pie Cúbico Por Hora,2K
unece_uom_code_95,Pie Cúbico Por Minuto,2L
unece_uom_code_96,Centímetro Por Segundo,2M
unece_uom_code_97,Decibel,2N
unece_uom_code_98,Kilobyte,2P
unece_uom_code_99,Kilobecquerel,2Q
unece_uom_code_100,Kilocurie,2R
unece_uom_code_101,Megagramo,2U
unece_uom_code_102,Megagramo Por Hora,2V
unece_uom_code_103,Compartimiento,2W
unece_uom_code_104,Metro Por Minuto,2X
unece_uom_code_105,Milliröntgen,2Y
unece_uom_code_106,Milivoltios,2Z
unece_uom_code_107,Megajulio,3B
unece_uom_code_108,Manmonth,3C
unece_uom_code_109,Libra Por Libra De Producto,3E
unece_uom_code_110,Libra Por Pieza De Producto,3G
unece_uom_code_111,Kilogramo Por Kilogramo De Producto,3H
unece_uom_code_112,Kilogramo Por Pieza De Producto,3I
unece_uom_code_113,Bobina,4ª
unece_uom_code_114,Gorra,4B
unece_uom_code_115,Centistokes,4C
unece_uom_code_116,Paquete De Veinte,4E
unece_uom_code_117,Microlitro,4G
unece_uom_code_118,Micrometro,4H
unece_uom_code_119,Miliamperio,4K
unece_uom_code_120,Megabyte,4L
unece_uom_code_121,Miligramo Por Hora,4M
unece_uom_code_122,Megabecquerel,4N
unece_uom_code_123,Microfarad,4º
unece_uom_code_124,Newton Por Metro,4P
unece_uom_code_125,Onza Pulgada,4Q
unece_uom_code_126,Pie Onza,4R
unece_uom_code_127,Picofarad,4T
unece_uom_code_128,Libra Por Hora,4U
unece_uom_code_129,Tonelada (Us) Por Hora,4W
unece_uom_code_130,Kilolitro Por Hora,4X
unece_uom_code_131,Unidad Térmica Británica,BTU
unece_uom_code_132,Bushel (Ee. Uu.),BUA
unece_uom_code_133,Bushel (Reino Unido),BUI
unece_uom_code_134,Peso Base,BW
unece_uom_code_135,Bx,caja
unece_uom_code_136,Millones De Btus,BZ
unece_uom_code_137,Llamada,C0
unece_uom_code_138,Producto Compuesto Libra (Peso Total),C1
unece_uom_code_139,Millifarad,C10
unece_uom_code_140,Miligal,C11
unece_uom_code_141,Miligramo Por Metro,C12
unece_uom_code_142,Miligray,C13
unece_uom_code_143,Milihenry,C14
unece_uom_code_144,Milijoule,C15
unece_uom_code_145,Milímetro Por Segundo,C16
unece_uom_code_146,Milímetro Cuadrado Por Segundo,C17
unece_uom_code_147,Milimol,C18
unece_uom_code_148,Mol Por Kilogramo,C19
unece_uom_code_149,Carset,C2
unece_uom_code_150,Millinewton,C20
unece_uom_code_151,Millinewton Por Metro,C22
unece_uom_code_152,Medidor De Miliohm,C23
unece_uom_code_153,Segundo Milipascal,C24
unece_uom_code_154,Miliradian,C25
unece_uom_code_155,Milisegundo,C26
unece_uom_code_156,Milisiemens,C27
unece_uom_code_157,Milisievert,C28
unece_uom_code_158,Millitesla,C29
unece_uom_code_159,Microvoltios Por Metro,C3
unece_uom_code_160,Pulgada Cuadrada,INK
unece_uom_code_161,Pulgada En Cubos,INQ
unece_uom_code_162,Póliza De Seguros,IP
unece_uom_code_163,Conteo Por Centímetro,IT
unece_uom_code_164,Pulgada Por Segundo (Velocidad Lineal),IU
unece_uom_code_165,Pulgada Por Segundo Al Cuadrado (Aceleración),IV
unece_uom_code_166,Julios Por Kilogramo,J2
unece_uom_code_167,Jumbo,JB
unece_uom_code_168,Joule Por Kelvin,JE
unece_uom_code_169,Jarra,JG
unece_uom_code_170,Megajulio Por Kilogramo,JK
unece_uom_code_171,Megajulio Por Metro Cúbico,JM
unece_uom_code_172,Articulación,JO
unece_uom_code_173,Joule,JOU
unece_uom_code_174,Tarro,JR
unece_uom_code_175,Demanda De Kilovatios,K1
unece_uom_code_176,Kilovoltios Amperios Reactivos De Demanda,K2
unece_uom_code_177,Kilovoltio Amperio Hora Reactiva,K3
unece_uom_code_178,Amperios Kilovoltios (Reactivos),K5
unece_uom_code_179,Kilolitro,K6
unece_uom_code_180,Pastel,KA
unece_uom_code_181,Kilocharacter,KB
unece_uom_code_182,Kilobar,KBA
unece_uom_code_183,Kilogramo Decimal,KD
unece_uom_code_184,Kelvin,KEL
unece_uom_code_185,Kilopacket,KF
unece_uom_code_186,Barrilete,KG
unece_uom_code_187,Kilogramo,KGM
unece_uom_code_188,Kilogramo Por Segundo,KGS
unece_uom_code_189,Kilohercio,KHZ
unece_uom_code_190,Barril Por Minuto,5ª
unece_uom_code_191,5B,lote
unece_uom_code_192,Galón (Us) Por Mil,5C
unece_uom_code_193,Mmscf / Día,5E
unece_uom_code_194,Libras Por Mil,5F
unece_uom_code_195,Bomba,5G
unece_uom_code_196,Escenario,5H
unece_uom_code_197,Pie Cúbico Estándar,5I
unece_uom_code_198,Potencia Hidráulica De Caballos,5J
unece_uom_code_199,Contar Por Minuto,5K
unece_uom_code_200,Nivel Sismico,5P
unece_uom_code_201,260Nfor Sismica,5Q
unece_uom_code_202,15 Calorías C,A1
unece_uom_code_203,Amperio Metro Cuadrado Por Joule Segundo,A10
unece_uom_code_204,Ã ¥ Ngström,A11
unece_uom_code_205,Unidad Astronómica,A12
unece_uom_code_206,Attojoule,A13
unece_uom_code_207,Granero,A14
unece_uom_code_208,Granero Por Electrón Voltio,A15
unece_uom_code_209,"Granero Por Voltio De Electrones Esteradiano,",A16
unece_uom_code_210,Granero Por Sterdian,A17
unece_uom_code_211,Becquerel Por Kilogramo,A18
unece_uom_code_212,Becquerel Por Metro Cúbico,A19
unece_uom_code_213,Amperio Por Centímetro,A2
unece_uom_code_214,Unidad Térmica Británica Por Segundo Pie Cuadrado Grado Rankin,A20
unece_uom_code_215,Unidad Térmica Británica Por Libra Grado Rankin,A21
unece_uom_code_216,Unidad Térmica Británica Por Segundo Pie Grado Rankin,A22
unece_uom_code_217,Unidad Térmica Británica Por Hora Pie Cuadrado Grado Rankin,A23
unece_uom_code_218,Candela Por Metro Cuadrado,A24
unece_uom_code_219,Cheval Vapeur,A25
unece_uom_code_220,Medidor De Culombio,A26
unece_uom_code_221,Medidor De Culombio Al Cuadrado Por Voltio,A27
unece_uom_code_222,Coulomb Por Centímetro Cúbico,A28
unece_uom_code_223,Coulomb Por Metro Cúbico,A29
unece_uom_code_224,Amperio Por Milímetro,A3
unece_uom_code_225,Coulomb Por Milímetro Cúbico,A30
unece_uom_code_226,Coulomb Por Kilogramo Segundo,A31
unece_uom_code_227,Coulomb Por Mol,A32
unece_uom_code_228,Coulomb Por Centímetro Cuadrado,A33
unece_uom_code_229,Coulomb Por Metro Cuadrado,A34
unece_uom_code_230,Coulomb Por Milímetro Cuadrado,A35
unece_uom_code_231,Centímetro Cúbico Por Mol,A36
unece_uom_code_232,261Nformaci Cúbico Por Mol,A37
unece_uom_code_233,Metro Cúbico Por Coulomb,A38
unece_uom_code_234,Metro Cúbico Por Kilogramo,A39
unece_uom_code_235,Amperio Por Centímetro Cuadrado,A4
unece_uom_code_236,Metro Cúbico Por Mol,A40
unece_uom_code_237,Amperio Por Metro Cuadrado,A41
unece_uom_code_238,Curie Por Kilogramo,A42
unece_uom_code_239,Tonelaje De Peso Muerto,A43
unece_uom_code_240,Decalitro,A44
unece_uom_code_241,Decámetro,A45
unece_uom_code_242,Decitex,A47
unece_uom_code_243,Grado Rankin,A48
unece_uom_code_244,Negador,A49
unece_uom_code_245,Amperio Metro Cuadrado,A5
unece_uom_code_246,Dyn Segundo Por Centímetro Cúbico,A50
unece_uom_code_247,Dina Segundo Por Centímetro,A51
unece_uom_code_248,Dina Segundo Por Centímetro Al Quinto,A52
unece_uom_code_249,Electronvolt,A53
unece_uom_code_250,Electronvoltio Por Metro,A54
unece_uom_code_251,Metro Electronvolt Cuadrado,A55
unece_uom_code_252,Electronvoltio De Metro Cuadrado Por Kilogramo,A56
unece_uom_code_253,Ergio,A57
unece_uom_code_254,Erg Por Centímetro,A58
unece_uom_code_255,Amperio Por Metro Cuadrado Kelvin Al Cuadrado,A6
unece_uom_code_256,Erg Por Centímetro Cúbico,A60
unece_uom_code_257,Erg Por Gramo,A61
unece_uom_code_258,Erg Por Gramo De Segundo,A62
unece_uom_code_259,Erg Por Segundo,A63
unece_uom_code_260,Erg Por Segundo Centímetro Cuadrado,A64
unece_uom_code_261,Erg Por Centímetro Cuadrado Segundo,A65
unece_uom_code_262,Erg Centímetro Cuadrado,A66
unece_uom_code_263,Ergímetro Cuadrado Por Gramo,A67
unece_uom_code_264,Exajulio,A68
unece_uom_code_265,Faradio Por Metro,A69
unece_uom_code_266,Amperio Por Milímetro Cuadrado,A7
unece_uom_code_267,Femtojoule,A70
unece_uom_code_268,Femtometro,A71
unece_uom_code_269,Pie Por Segundo Al Cuadrado,A73
unece_uom_code_270,Pie-Fuerza De La Libra Por Segundo,A74
unece_uom_code_271,Tonelada De Carga,A75
unece_uom_code_272,Galón,A76
unece_uom_code_273,Unidad De Desplazamiento Cgs Gaussiana,A77
unece_uom_code_274,Unidad Gaussiana Cgs De Corriente Eléctrica.,A78
unece_uom_code_275,Unidad Gaussian Cgs De Carga Eléctrica.,A79
unece_uom_code_276,Amperio Segundo,A8
unece_uom_code_277,Unidad Gaussian Cgs De Intensidad De Campo Eléctrico.,A80
unece_uom_code_278,Unidad Gaussian Cgs De Polarización Eléctrica.,A81
unece_uom_code_279,Unidad Gaussian Cgs De Potencial Eléctrico.,A82
unece_uom_code_280,Unidad Gaussiana Cgs De Magnetización.,A83
unece_uom_code_281,Gigacoulomb Por Metro Cúbico,A84
unece_uom_code_282,Gigaelectronvolt,A85
unece_uom_code_283,Gigahercios,A86
unece_uom_code_284,Gigaohm,A87
unece_uom_code_285,Medidor De Gigaohm,A88
unece_uom_code_286,Gigapascal,A89
unece_uom_code_287,Tarifa,A9
unece_uom_code_288,Gigavatios,A90
unece_uom_code_289,A91,gon
unece_uom_code_290,Gramo Por Metro Cúbico,A93
unece_uom_code_291,Gramo Por Mol,A94
unece_uom_code_292,A95,gris
unece_uom_code_293,Gris Por Segundo,A96
unece_uom_code_294,Hectopascal,A97
unece_uom_code_295,Henry Por Metro,A98
unece_uom_code_296,Aa,bola
unece_uom_code_297,Paquete A Granel,AB
unece_uom_code_298,Acr,acre
unece_uom_code_299,Ad,byte
unece_uom_code_300,Amperio Por Metro,AE
unece_uom_code_301,Minuto Adicional,AH
unece_uom_code_302,Minuto Promedio Por Llamada,AI
unece_uom_code_303,Policía,AJ
unece_uom_code_304,Braza,AK
unece_uom_code_305,263Nfor De Acceso,AL
unece_uom_code_306,Ampolla,AM
unece_uom_code_307,Hora Amperio,AMH
unece_uom_code_308,Amperio,AMP
unece_uom_code_309,Ana,año
unece_uom_code_310,Solo Libra De Aluminio,AP
unece_uom_code_311,Onza Troy O Onza De Boticarios,APZ
unece_uom_code_312,Unidad De Factor Antihemofílico (Ahf),AQ
unece_uom_code_313,Supositorio,AR
unece_uom_code_314,Son,son
unece_uom_code_315,Surtido,COMO
unece_uom_code_316,Fuerza Alcohólica En Masa,ASM
unece_uom_code_317,Fuerza Alcohólica Por Volumen,ASU
unece_uom_code_318,Ambiente Estándar,ATM
unece_uom_code_319,Ambiente Técnico,ATT
unece_uom_code_320,Cápsula,AV
unece_uom_code_321,Vial Lleno De Polvo,AW
unece_uom_code_322,Montaje,SÍ
unece_uom_code_323,Unidad Térmica Británica Por Libra,AZ
unece_uom_code_324,Btu Por Pie Cúbico,B0
unece_uom_code_325,Barril (Us) Por Día,B1
unece_uom_code_326,Julios Por Kilogramo Kelvin,B11
unece_uom_code_327,Julios Por Metro,B12
unece_uom_code_328,Julios Por Metro Cuadrado,B13
unece_uom_code_329,Julios Por Metro A La Cuarta Potencia,B14
unece_uom_code_330,Julios Por Mol,B15
unece_uom_code_331,Julios Por Mol Kelvin,B16
unece_uom_code_332,Joule Segundo,B18
unece_uom_code_333,Litera,B2
unece_uom_code_334,Joule Metro Cuadrado Por Kilogramo,B20
unece_uom_code_335,Kelvin Por Vatio,B21
unece_uom_code_336,Kiloampere,B22
unece_uom_code_337,Kiloampere Por Metro Cuadrado,B23
unece_uom_code_338,Kiloampere Por Metro,B24
unece_uom_code_339,Kilobecquerel Por Kilogramo,B25
unece_uom_code_340,Kilocoulomb,B26
unece_uom_code_341,Kilocoulomb Por Metro Cúbico,B27
unece_uom_code_342,Kilocoulomb Por Metro Cuadrado,B28
unece_uom_code_343,Kiloelectronvolt,B29
unece_uom_code_344,Libra De Bateo,B3
unece_uom_code_345,Kilogramo Metro Por Segundo,B31
unece_uom_code_346,Kilogramo Metro Cuadrado,B32
unece_uom_code_347,Kilogramo Metro Cuadrado Por Segundo,B33
unece_uom_code_348,Kilogramo Por Decímetro Cúbico,B34
unece_uom_code_349,Kilogramo Por Litro,B35
unece_uom_code_350,Caloría Termoquímica Por Gramo,B36
unece_uom_code_351,Kilogramo De Fuerza,B37
unece_uom_code_352,Metro De Fuerza De Kilogramo,B38
unece_uom_code_353,Metro De Fuerza De Kilogramo Por Segundo,B39
unece_uom_code_354,"Barril, Imperial",B4
unece_uom_code_355,Kilogramo De Fuerza Por Metro Cuadrado,B40
unece_uom_code_356,Kilojoule Per Kelvin,B41
unece_uom_code_357,Kilojoule Por Kilogramo,B42
unece_uom_code_358,Kilojoule Por Kilogramo Kelvin,B43
unece_uom_code_359,Kilojoule Por Mol,B44
unece_uom_code_360,Kilomol,B45
unece_uom_code_361,Kilomol Por Metro Cúbico,B46
unece_uom_code_362,Kilonewton,B47
unece_uom_code_363,Medidor De Kilonewton,B48
unece_uom_code_364,Kiloohm,B49
unece_uom_code_365,Palanquilla,B5
unece_uom_code_366,Medidor De Kiloohm,B50
unece_uom_code_367,Kilopond,B51
unece_uom_code_368,Kilosegundo,B52
unece_uom_code_369,Kilosiemens,B53
unece_uom_code_370,Kilosiemens Por Metro,B54
unece_uom_code_371,Kilovoltios Por Metro,B55
unece_uom_code_372,Kiloveber Por Metro,B56
unece_uom_code_373,Año Luz,B57
unece_uom_code_374,Litro Por Mol,B58
unece_uom_code_375,Hora Lumen,B59
unece_uom_code_376,Bollo,B6
unece_uom_code_377,Lumen Por Metro Cuadrado,B60
unece_uom_code_378,Lumen Por Vatio,B61
unece_uom_code_379,Lumen Segundo,B62
unece_uom_code_380,Hora De Lux,B63
unece_uom_code_381,Lux Segundo,B64
unece_uom_code_382,Maxwell,B65
unece_uom_code_383,Megaamperios Por Metro Cuadrado,B66
unece_uom_code_384,Megabecquerel Por Kilogramo,B67
unece_uom_code_385,Megacoulomb Por Metro Cúbico,B69
unece_uom_code_386,Ciclo,B7
unece_uom_code_387,Megacoulomb Por Metro Cuadrado,B70
unece_uom_code_388,Megaelectronvolt,B71
unece_uom_code_389,Megagramo Por Metro Cúbico,B72
unece_uom_code_390,Meganewton,B73
unece_uom_code_391,Medidor De Meganewton,B74
unece_uom_code_392,Megaohm,B75
unece_uom_code_393,Metro Megaohm,B76
unece_uom_code_394,Megasiemens Por Metro,B77
unece_uom_code_395,Megavoltio,B78
unece_uom_code_396,Megavolt Por Metro,B79
unece_uom_code_397,Julios Por Metro Cúbico,B8
unece_uom_code_398,Metro Recíproco Cuadrado Recíproco Segundo,B81
unece_uom_code_399,Metro A La Cuarta Potencia,B83
unece_uom_code_400,Microamperios,B84
unece_uom_code_401,Microbar,B85
unece_uom_code_402,Microcoulomb,B86
unece_uom_code_403,Microcoulomb Por Metro Cúbico,B87
unece_uom_code_404,Microcoulomb Por Metro Cuadrado,B88
unece_uom_code_405,Microfarada Por Metro,B89
unece_uom_code_406,B9,batt
unece_uom_code_407,Microhenry,B90
unece_uom_code_408,Microhenry Por Metro,B91
unece_uom_code_409,Micronewton,B92
unece_uom_code_410,Medidor De Micronewton,B93
unece_uom_code_411,Microohm,B94
unece_uom_code_412,Medidor De Microohmios,B95
unece_uom_code_413,Micropascal,B96
unece_uom_code_414,Microradiano,B97
unece_uom_code_415,Microsegundo,B98
unece_uom_code_416,Microsiemens,B99
unece_uom_code_417,Bar,bar
unece_uom_code_418,Caja Base,BB
unece_uom_code_419,Tablero,BD
unece_uom_code_420,Ser,haz
unece_uom_code_421,Pie De Tabla,BFT
unece_uom_code_422,Bolso,BG
unece_uom_code_423,Cepillo,BH
unece_uom_code_424,Potencia Al Freno,BHP
unece_uom_code_425,Trillón De Dólares,BIL
unece_uom_code_426,Cangilón,BJ
unece_uom_code_427,Cesta,BK
unece_uom_code_428,Bl,bala
unece_uom_code_429,Barril Seco,BLD
unece_uom_code_430,"Barril (Ee. Uu.) (Petróleo, Etc.)",BLL
unece_uom_code_431,Botella,BO
unece_uom_code_432,Cien Pies De Tabla,BP
unece_uom_code_433,Becquerel,BQL
unece_uom_code_434,Br,bar
unece_uom_code_435,Tornillo,BT
unece_uom_code_436,Unidad Térmica Británica,BTU
unece_uom_code_437,Bushel (Ee. Uu.),BUA
unece_uom_code_438,Bushel (Reino Unido),BUI
unece_uom_code_439,Peso Base,BW
unece_uom_code_440,Bx,caja
unece_uom_code_441,Millones De Btus,BZ
unece_uom_code_442,Llamada,C0
unece_uom_code_443,Producto Compuesto Libra (Peso Total),C1
unece_uom_code_444,Millifarad,C10
unece_uom_code_445,Miligal,C11
unece_uom_code_446,Miligramo Por Metro,C12
unece_uom_code_447,Miligray,C13
unece_uom_code_448,Milihenry,C14
unece_uom_code_449,Milijoule,C15
unece_uom_code_450,Milímetro Por Segundo,C16
unece_uom_code_451,Milímetro Cuadrado Por Segundo,C17
unece_uom_code_452,Milimol,C18
unece_uom_code_453,Mol Por Kilogramo,C19
unece_uom_code_454,Carset,C2
unece_uom_code_455,Millinewton,C20
unece_uom_code_456,Millinewton Por Metro,C22
unece_uom_code_457,Medidor De Miliohm,C23
unece_uom_code_458,Segundo Milipascal,C24
unece_uom_code_459,Miliradian,C25
unece_uom_code_460,Milisegundo,C26
unece_uom_code_461,Milisiemens,C27
unece_uom_code_462,Milisievert,C28
unece_uom_code_463,Millitesla,C29
unece_uom_code_464,Microvoltios Por Metro,C3
unece_uom_code_465,Milivoltios Por Metro,C30
unece_uom_code_466,Milivatios,C31
unece_uom_code_467,Milivatios Por Metro Cuadrado,C32
unece_uom_code_468,Milliweber,C33
unece_uom_code_469,C34,Topo
unece_uom_code_470,Mol Por Decímetro Cúbico,C35
unece_uom_code_471,Mol Por Metro Cúbico,C36
unece_uom_code_472,Mol Por Litro,C38
unece_uom_code_473,Nanoampere,C39
unece_uom_code_474,Partido De Carga,C4
unece_uom_code_475,Nanocoulomb,C40
unece_uom_code_476,Nanofarad,C41
unece_uom_code_477,Nanofarad Por Metro,C42
unece_uom_code_478,Nanohenry,C43
unece_uom_code_479,Nanohenry Por Metro,C44
unece_uom_code_480,Nanometro,C45
unece_uom_code_481,Medidor De Nanoohm,C46
unece_uom_code_482,Nanosegundo,C47
unece_uom_code_483,Nanotesla,C48
unece_uom_code_484,Nanovatio,C49
unece_uom_code_485,Costo,C5
unece_uom_code_486,Neper,C50
unece_uom_code_487,Neper Por Segundo,C51
unece_uom_code_488,Picometro,C52
unece_uom_code_489,Metro De Newton Segundo,C53
unece_uom_code_490,Newton Metro Cuadrado Kilogramo Cuadrado,C54
unece_uom_code_491,Newton Por Metro Cuadrado,C55
unece_uom_code_492,Newton Por Milímetro Cuadrado,C56
unece_uom_code_493,Newton Segundo,C57
unece_uom_code_494,Newton Segundo Por Metro,C58
unece_uom_code_495,Octava,C59
unece_uom_code_496,Célula,C6
unece_uom_code_497,Ohm Centímetro,C60
unece_uom_code_498,Ohm Metro,C61
unece_uom_code_499,C62,uno
unece_uom_code_500,Parsec,C63
unece_uom_code_501,Pascal Por Kelvin,C64
unece_uom_code_502,Segundo Pascal,C65
unece_uom_code_503,Segundo Pascal Por Metro Cúbico,C66
unece_uom_code_504,Segundo Pascal Por Metro,C67
unece_uom_code_505,Petajoule,C68
unece_uom_code_506,Telefono,C69
unece_uom_code_507,Centipoise,C7
unece_uom_code_508,Picoampere,C70
unece_uom_code_509,Picocoulomb,C71
unece_uom_code_510,Picofarad Por Metro,C72
unece_uom_code_511,Picohenry,C73
unece_uom_code_512,Picowatt,C75
unece_uom_code_513,Picowatt Por Metro Cuadrado,C76
unece_uom_code_514,Medidor De Libras,C77
unece_uom_code_515,Fuerza De Libra,C78
unece_uom_code_516,Millicoulomb Por Kilogramo,C8
unece_uom_code_517,C80,rad
unece_uom_code_518,Radián,C81
unece_uom_code_519,Medidor De Radianes Al Cuadrado Por Mol,C82
unece_uom_code_520,Medidor De Radianes Al Cuadrado Por Kilogramo,C83
unece_uom_code_521,Radian Por Metro,C84
unece_uom_code_522,Â € Ngstr Recíproco “M,C85
unece_uom_code_523,Metro Cúbico Recíproco,C86
unece_uom_code_524,Metro Cúbico Recíproco Por Segundo,C87
unece_uom_code_525,Voltios De Electrones Recíprocos Por Metro Cúbico,C88
unece_uom_code_526,Henry Recíproco,C89
unece_uom_code_527,Grupo De Bobina,C9
unece_uom_code_528,Joule Recíproco Por Metro Cúbico,C90
unece_uom_code_529,Kelvin Recíproco O Kelvin Al Poder Menos Uno,C91
unece_uom_code_530,Medidor Recíproco,C92
unece_uom_code_531,Metro Cuadrado Recíproco,C93
unece_uom_code_532,Minuto Recíproco,C94
unece_uom_code_533,Mole Recíproco,C95
unece_uom_code_534,Pascal Recíproco O Pascal A La Potencia Menos Uno.,C96
unece_uom_code_535,Segundo Recíproco,C97
unece_uom_code_536,Segundo Recíproco Por Metro Cúbico,C98
unece_uom_code_537,Segundo Recíproco Por Metro Cuadrado,C99
unece_uom_code_538,Ca,Caja
unece_uom_code_539,Capacidad De Carga En Toneladas Métricas.,CCT
unece_uom_code_540,Candela,CDL
unece_uom_code_541,Grado Celsius,CEL
unece_uom_code_542,Cen,cien
unece_uom_code_543,Tarjeta,CG
unece_uom_code_544,Centigramo,CGM
unece_uom_code_545,Envase,CH
unece_uom_code_546,Cj,cono
unece_uom_code_547,Conector,CK
unece_uom_code_548,Coulomb Por Kilogramo,CKG
unece_uom_code_549,Bobina,CL
unece_uom_code_550,Cientos De Licencia,CLF
unece_uom_code_551,Centilitro,CLT
unece_uom_code_552,Centímetro Cuadrado,CMK
unece_uom_code_553,Centímetro Cúbico,CMQ
unece_uom_code_554,Centímetro,CMT
unece_uom_code_555,Paquete De Cien,CNP
unece_uom_code_556,Cental (Reino Unido),CNT
unece_uom_code_557,Garrafón,CO
unece_uom_code_558,Culombio,COU
unece_uom_code_559,Cartucho,CQ
unece_uom_code_560,Cr,caja
unece_uom_code_561,Cs,caso
unece_uom_code_562,Caja De Cartón,CT
unece_uom_code_563,Quilate Métrico,CTM
unece_uom_code_564,Cu,vaso
unece_uom_code_565,Curie,CUR
unece_uom_code_566,Cubrir,CV
unece_uom_code_567,Cien Libras (Quintales) / Cien Pesos (Us),CWA
unece_uom_code_568,Cien Pesos (Reino Unido),CWI
unece_uom_code_569,Cilindro,CY
unece_uom_code_570,Combo,CZ
unece_uom_code_571,Segundo Recíproco Por Esteradiano,D1
unece_uom_code_572,Siemens Por Metro,D10
unece_uom_code_573,Siemens Metro Cuadrado Por Mol,D12
unece_uom_code_574,Sievert,D13
unece_uom_code_575,Mil Yardas Lineales,D14
unece_uom_code_576,D15,sone
