"id","department_id","municipality_id","postal_zone","name","type","neighborhood","sidewalk"
50042,5,5001,"0500","050042","Urbano","Belalcázar- Castilla- Girardot- La Esperanza- Pedregal- Tricentenario","Sin Informacion de Veredas"
50043,5,5001,"0500","050043","Urbano","Doce de Octubre No.1- Doce de Octubre No.2- El Triunfo- Mirador del Doce- Picachito- Picacho- Progreso No.2- San Martín de Porres","Sin Informacion de Veredas"
50044,5,5001,"0500","050044","Urbano","Boyacá- Florencia- Héctor Abad Gómez- Las Brisas- Plaza de Ferias- Santander- Tejelo- Toscana","Sin Informacion de Veredas"
50047,5,5001,"0500","050047","Rural","Monteclaro- Pajarito","Sin Informacion de Veredas"
50048,5,5001,"0500","050048","Rural","Sin Informacion de Barrios","La Aldea- La Esmeralda-  La Frisola-  La Sucia-  La Suiza-  Los Pomos-  Potrera Miserenga"
51010,5,5664,"0510","051010","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51017,5,5664,"0510","051017","Rural","Sin Informacion de Barrios","Alto de medina- Cabecera Municipal-  Cereales-  Cerezales-  Cuartas-  El Espinal-  El Rano-  El Tambo-  El Tambo-  La Apretel-  La Cuchilla-  La Palma-  La Pulgarina-  Las Ánimas-  Río Chico-  San Francisco-  Santa Barbara-  Zarzal La Luz"
51020,5,5079,"0510","051020","Urbano","Sin Informacion de Barrios","Buga- Graciano-  La Playa-  Las Peñas"
51027,5,5079,"0510","051027","Rural","Sin Informacion de Barrios","Altamira- Cestilla-  El Guayabo-  Iborra-  La Ese-  La Lomita-  La Montañita-  Paraiso-  Romazón-  Tablazo Hatillo"
51028,5,5079,"0510","051028","Rural","Sin Informacion de Barrios","Aguas Claras Abajo- Aguas Claras Arriba-  Arango-  Buenos Aires-  Cabecera Municipal-  Chorro Hondo-  Corrientes-  Dos Quebradas-  El Contado-  El Hatillo-  El Hoyo-  El Uvito-  El Viento-  Encenillos-  Guamito-  Guayabal-  Isaza-  La Aguada-  La Aldea-"
51030,5,5308,"0510","051030","Urbano","Aurelio Mejía- Centro- El Llano- El Paraíso- Girardota Nueva- Guadales- Guayacanes- Hato Grande- Juan 23- La Ceiba- La Ferreira- La Florida- Montecarlo- Naranjal- Nuevo Horizonte- Palmas del Llano- Salado- San José- Santa Ana","Sin Informacion de Veredas"
51037,5,5308,"0510","051037","Rural","Sin Informacion de Barrios","El Socorro- El Tigre-  La Mata-  La Matica-  Loma de los Ochoa-  Mercedes abrego-  Potrerito"
51038,5,5308,"0510","051038","Rural","Sin Informacion de Barrios","Cabecera Municipal- El Barro-  El Cano-  El Molino-  El Palmar-  El Paraiso-  El Yarumo-  Filo Verde-  Guarne-  Jamundi-  La Calera-  La Enea-  La Mejia-  La Palma-  Las Cuchillas-  Portachuelo-  San Andres-  San Diego-  San Esteban"
51040,5,5212,"0510","051040","Urbano","Asunción (Alta y Baja) Guadalajara- Autopista (Industrial)- Centro Miraflores- Changai (Nucleo Urbano)- Cristo Rey Cuenca Verde- El Mojón- El Pedregal- El Recreo- El Remanso- Francisco Meneses Horizontes- Fátima- La Azulita- La Lomita (Luna Lunera)- La Mi","El Noral- Zarzal Curazao"
51047,5,5212,"0510","051047","Rural","Sin Informacion de Barrios","La Holanda"
51048,5,5212,"0510","051048","Rural","Las Canteras","Alto de la Virgen- Alvarado-  Ancón-  Cabecera Municipal-  Cabuyal-  El Convento-  El Salado-  El Totumo-  Fontidueño-  Granizal-  Juan Cojo-  La Pastorcita-  Manga Arriba-  Montañita-  Peñolcito-  Piedras Blancas-  Piedras Blancas - Matasano-  Quebrada A"
51050,5,5088,"0510","051050","Urbano","Altos de Niquia- Ciudad Niquia- Ciudadela del Norte- Guasimalito- La Navarra- Niquia Bifamiliar- Panamericano- Quitasol","Sin Informacion de Veredas"
51051,5,5088,"0510","051051","Urbano","Acevedo- Acevedo Bello- Alcalá- Fontiqueño- La Camila- La Estación- La Gabriela- Las Vegas- Santa Rita- Zamora- Zona Industrial No 2- Zona Industrial No 3","Sin Informacion de Veredas"
51052,5,5088,"0510","051052","Urbano","El Cafetal- José Antonio Galán- La Esmeralda- La Florida- La Gran Avenida- La Madera- La Pradera- Las Cabañas- Las Cabañitas- Los Sauces- Maruchenga- Nuevo- París- Salvador Allende","Sin Informacion de Veredas"
51053,5,5088,"0510","051053","Urbano","Altavista- Andalucía- Central- Centro- Congolo- El Cairo- El Rosario- Espíritu Santo- La Mesa- Las Granjas- Manchester- Milagrosa- Nazareth- Prado- Puerto Bello- Pérez- Rincón Santo- Salento- San José Obrero- Santa Ana- Suárez- Zona Industrial No 1","Sin Informacion de Veredas"
51054,5,5088,"0510","051054","Urbano","Bellavista- Briceño- Buenos Aires- El Carmelo- El Ducado- El Mirador- El Porvenir- La Aldea- La Primavera- La Selva- Los Alpes- Marco Tulio Henao- Pachelly- Paraíso- Playa Rica- San Gabriel- San Martín- Trapiche- Urapanes- Villas del Sol","Sin Informacion de Veredas"
51057,5,5088,"0510","051057","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
51058,5,5088,"0510","051058","Rural","Sin Informacion de Barrios","Boquerón- Cabecera Municipal-  Cabecera Municipal-  El Carmelo-  El Carmelo-  El Picacho-  Guasimalito Tierradentro-  La China-  La Ilusión-  La Unión-  Llano de Ovejas-  Monte Frío-  Ovejas-  Palmitas Sector Central-  Potreritos-  Primavera-  Sabanalarga"
51059,5,5088,"0510","051059","Rural","Sin Informacion de Barrios","La Veta"
51070,5,5656,"0510","051070","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51077,5,5656,"0510","051077","Rural","Sin Informacion de Barrios","Agua Mala- Alto Colorado-  Buenos Aires Parte Alta-  Buenos Aires Parte Baja-  El Calvario-  El Cedral-  El Golfo-  El Guaico-  El Guasimo-  El Mestizo-  El Retiro-  El Rincón-  El Ruano-  Espiritu Santo-  Juntas-  La Cienaga-  La Clara Arriba-  La Empali"
51410,5,5658,"0514","051410","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51417,5,5658,"0514","051417","Rural","Sin Informacion de Barrios","Cambure- Cruces-  El Quince-  La María-  Llanadas-  San Antonio del Río-  San Bernardo-  San Julián-  Santa Barbara-  Santa Ines"
51420,5,5086,"0514","051420","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51427,5,5086,"0514","051427","Rural","Sin Informacion de Barrios","Abejas- Aragón-  Cabecera Municipal-  Chachafruto-  Comun Cominal-  El Caribe-  El Chocho-  El Congo-  El Socorro-  El Topacio-  El Valle-  El Zancudo-  Encenillos-  Filo del Medio-  Filo Grande-  La Aldea-  La Amoladora-  La Candelaria-  La Candelaria-"
51430,5,5264,"0514","051430","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51437,5,5264,"0514","051437","Rural","Sin Informacion de Barrios","Cabecera Municipal- Cucurucho-  El Botón-  El Peñol-  El Progreso-  Embalse Río Grande-  La Muñoz-  La Planta-  Las Brisas-  Los Salados-  Orobajo Río Grande-  Pío XII-  Quebrada del Medio-  Río Chico-  Río Grande-  Riochico-  Tesorero-  Verbenal"
51440,5,5761,"0514","051440","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51447,5,5761,"0514","051447","Rural","Sin Informacion de Barrios","Alta Miranda- Cabecera Municipal-  Cordoba-  El Pomar-  La Aguada-  La Miranda-  Llano de Montaña-  Loma del Medio-  Otrabanda-  Potrero-  Santa Barbara-  Santa Rita"
51448,5,5761,"0514","051448","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
51450,5,5501,"0514","051450","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51457,5,5501,"0514","051457","Rural","Sin Informacion de Barrios","El Rayo- La Colchona-  La Florida-  La Playa-  Monteires-  Palo Grande-  Piñones-  Tiembla-  Vadajoz"
51460,5,5411,"0514","051460","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51467,5,5411,"0514","051467","Rural","Sin Informacion de Barrios","Granadillos- La Ceja-  La Palma-  La Peñola-  Provincial-  San Dieguito-  Cabecera Municipal"
51468,5,5411,"0514","051468","Rural","Sin Informacion de Barrios","Cabecera Municipal- Carauquia-  Chachafruto-  Cristóbal-  Curiti-  Danzante-  El Chapon-  El Guamal-  El Junco-  El Morro-  El Placer-  El Porvenir-  Estancias-  La Florida-  La Hacienda-  La Honda-  La Montañita-  La Pedrona-  La Pedrona-  La Sucia-  Lab"
51810,5,5038,"0518","051810","Urbano","Sin Informacion de Barrios","Batea Seca- Cabecera Municipal-  Los Pinos-  Pajarito Arriba"
51817,5,5038,"0518","051817","Rural","Sin Informacion de Barrios","Alto Rin- Chocho-  Chocho Loma-  Chocho Río-  El Oasi-  El Socorro-  Guajira Abajo-  Guajira Arriba-  La Trinida-  Los Pantanos-  Montañita-  Pajarito Abajo-  Palmas-  Quiebra-  Quiebra Abajo-  Quiebra Arriba-  San Antonio-  Tanche Viejo-  Tenche Algodón"
51818,5,5038,"0518","051818","Rural","Sin Informacion de Barrios","Dolores- El Guasimo-  El Respaldo-  La Culebra-  La Estrella-  La Quinta-  La Síria-  La Teresita-  Maldonado-  Morelia-  Santa Ana"
51820,5,5315,"0518","051820","Urbano","Sin Informacion de Barrios","El Morro- La Montañita"
51827,5,5315,"0518","051827","Rural","Sin Informacion de Barrios","Guadual- Guanteros-  La Cruz-  La Muñoz-  Mal abrigo-  Oriente-  Puente Acacias-  San Basilio Abajo-  San Basilio Arriba-  San Basilio Medio-  San Juan-  San Julian-  San Vicente La Susana-  San Vicente Los sauces-  Santa Teresa"
51830,5,5310,"0518","051830","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51837,5,5310,"0518","051837","Rural","Sin Informacion de Barrios","Balsas- Cabecera Municipal-  El Arbolito-  El Brasil-  El Cerro-  El Encanto-  El Encanto-  El Guaico-  El Indio-  El Machete-  El Pichón-  El Tapon-  Garzón-  Guacabe-  Guadalupe IV-  Juntas-  La Acequía-  La Bonita-  La Cancana-  La Guayana-  La Hondura"
51838,5,5310,"0518","051838","Rural","Sin Informacion de Barrios","Caldera- La Estrella-  La Región"
51840,5,5150,"0518","051840","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51847,5,5150,"0518","051847","Rural","Sin Informacion de Barrios","Cañaveral- Cascajeros-  Claritas-  Claritas-  Concepción-  Concepcion y La Herradura CM-  El Guayabo-  El Mango-  El Oso-  El Tablón-  El Tambo-  Guanacas-  Guanaquitas-  La Arenera-  La Camelia-  La Candelaria-  La Granja-  La Vega-  Mina Vieja-  Pacora-"
51850,5,5237,"0518","051850","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Despensas-  La Piedrahita"
51857,5,5237,"0518","051857","Rural","Sin Informacion de Barrios","Bellavista- El Caney-  La Calda-  La Frisolera-  La Pradera-  La Primavera-Cuatro Esquina-  Las Ánimas-  Las Beatrices-La M-  Las Victorias-  Matasano-  Miraflores-  Mocorongo-  Mocorongo-  Montañita-  Pan de Azúcar-  Piedra Gorda-  Porce-  Quebrada Arrib"
51858,5,5237,"0518","051858","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
51860,5,5686,"0518","051860","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
51867,5,5686,"0518","051867","Rural","Sin Informacion de Barrios","El Chagualo- El Chamizo-  El Chaquiro-  El Guayabo-  El Sabanazo-  La Francesa-  La Piedra-  La Ruíz-  Llanos de Cuiva-  Llanos de Cuivá-  Santa Isabel-  Vallecitos"
51868,5,5686,"0518","051868","Rural","Sin Informacion de Barrios","Aguaditas- Angosturita-  Barrancas-  Cabecera Municipal-  Caruquia-  Chilimaco-  Chilimaco-  Colón-  Dos Quebradas-  El Ahiton-  El Barro-  El Congo-  El Hato-  El Llano-  El Roble-  El Sauce-  El Vergel-  Hoyo Rico-  La Cabaña-  La Cejita-  La Clara-  La"
52010,5,5854,"0520","052010","Urbano","Sin Informacion de Barrios","Nevado- Zapatillo"
52017,5,5854,"0520","052017","Rural","Sin Informacion de Barrios","Astilleros- Cachirime-  Colmenas-  Colombia-  Doradas Altas-  El Catorce-  El Doce-  El Higuerón-  El Pital-  El Quince-  Juntas-  La America-  La América-  La Coposa-  La Cristalina-  La Paulina-  La Siberia-  Las Camelias-  Las Palomas-  Monte Blanco-"
52018,5,5854,"0520","052018","Rural","Sin Informacion de Barrios","Aguacatal- Campo Alegre-  Chorillos-  Chorros Blancos-  Clavellino-  Corcovado-  El Pueblito-  La Conspiración-  La Habana Caracolí-  Montebello-  Morrón- Sevilla-  Santa Inés-  Vizcaya"
52020,5,5134,"0520","052020","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52027,5,5134,"0520","052027","Rural","Sin Informacion de Barrios","Cabecera Municipal- Cañaveral-  Cañaveral-  Cañaveral-  Cañaveral Arriba-  Caracola-  Cedeño-  Chorros Blancos Abajo-  Chorros Blancos del Medio-  Cordillera-  El Guadal-  El Limón-  El Manzanillo-  El Oso-  El Pinal-  El Reposo-  Guaduas-  Guanteros-  Jo"
52030,5,5887,"0520","052030","Urbano","Sin Informacion de Barrios","Mina Vieja- Vereda Cabecera municipal"
52037,5,5887,"0520","052037","Rural","Sin Informacion de Barrios","Chorros Blancos Arriba- El Hormiguero-  La Bramadora-  La Carolina-  Rosarito-  Santa Rita-  Tobón-  Yarumarito"
52038,5,5887,"0520","052038","Rural","Sin Informacion de Barrios","Chorros Blancos- El Retiro-  La Bella-  La Gabriela-  Ochalí-  San Antonio-  Santa Juana"
52040,5,5647,"0520","052040","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Cañaduzales-  El Barro-  Montaña Adentro"
52047,5,5647,"0520","052047","Rural","Sin Informacion de Barrios","Aguacatal- El Filo-  El Morro-  El Peñol-  El Roble-  El Vergel-  La Argentina-  La Chorrera-  La Cordillera-  La Legia-  La Loma-  La Zorra-  San Miguel-  Santa Gertrudis"
52050,5,5819,"0520","052050","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52057,5,5819,"0520","052057","Rural","Sin Informacion de Barrios","Alto Seco- Atezal-  Biogui-  El Moral y el Toro-  El Naranjo-  Filo de los Perez-  Guayabal-  Helechales-  La Aurora-  La Florica-  La Linda-  Loma Grande-  Macanal-  Mena-  Montebello-  Palo Blanco-  Santa Maria-  Santa María-  Santodomingo-  Taque-  Tol"
52060,5,5107,"0520","052060","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52067,5,5107,"0520","052067","Rural","Sin Informacion de Barrios","El Aro- El Guaico-  El Gurri-  El Polvillo-  Filadelfia-  La Calera-  La Rica-  La Rodríguez-  La Vélez-  Las Auras-  Palestina-  Quebradita-  Torrente-  Turco"
52068,5,5107,"0520","052068","Rural","Sin Informacion de Barrios","Alto del Chiri- Barrancas-  Berlín-  Buena Vista-  Cabecera Municipal-  Cascarela-  Cucurucho-  El Ánime-  El Cantaro-  El Cedral-  El Llano Yolombal-  El Pescado-  El Respaldo-  El Roblal-  Espíritu Santo-  Guriman-  La América-  La Calera-  La Candelari"
52070,5,5361,"0520","052070","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52077,5,5361,"0520","052077","Rural","Sin Informacion de Barrios","Camelia Baja- El Ceibo-  El Eden-  El Recreo-  El Recreo-  El Tejar-  El Tinto-  Finlandia-  La Cueva-  La Hermosa-  La Maria-  Los Venados-  Maniceros-  Palmichal-  San Luis-  Villegas"
52078,5,5361,"0520","052078","Rural","Sin Informacion de Barrios","Alto de Cenizas- Alto de San Agustin-  Bajo Ingles-  Brugo-  camelia Alta-  Canoas-  Chapinero-  Chapinero-  Chispa-  Chontaduro-  Cortaderal-  El Amparo-  El Capote-  El Castillo-  El Cedral-  El Chirimbolo-  El Chuscal-  El Guadual-  El Herrero-  El Ind"
52079,5,5361,"0520","052079","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
52410,5,5154,"0524","052410","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52417,5,5154,"0524","052417","Rural","Sin Informacion de Barrios","Bella Sola- Cacerí-  Caño Pescado-  Hoya Grande-  La Concepción-  Rio Man-  Santa Lucia-  Zona Adjunta A La Cabecera-  Aqui Si"
52418,5,5154,"0524","052418","Rural","Sin Informacion de Barrios","Aqui Si- Bocas del Maestro Esteban-  El Cincuenta-  La Arenosa-  Las Parcelas-  Maestro Esteban Central-  Quebrada Cienaga-  Quinientos Cinco-  Tosnovan Uno-  Vijagual Medio"
52420,5,5495,"0524","052420","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52427,5,5495,"0524","052427","Rural","Sin Informacion de Barrios","Granada (Cabecera Municipal)- La Trinidad-  Londres-  Madre de Dios-  San Mateo-  Santa María"
52428,5,5495,"0524","052428","Rural","Sin Informacion de Barrios","La Concha"
52430,5,5250,"0524","052430","Urbano","20 de Julio- Casas Rojas- Comodatos de Arriba- Cornaliza- El Bijao- El Porvenir- El Progreso- La Esmeralda- La Floresta- La Vega- La Victoria- Las Delicias- Laureles- Los Ángeles- Metrópolis- Mineros- Nueva Granada- Portugal- Provivienda- San JoséVilla de","Buenos Aires- Cabecera Municipal-  Caño de la tres-  El Puente-  Zona Urbana"
52437,5,5250,"0524","052437","Rural","Sin Informacion de Barrios","Alto de Sabalito- Amaceri-  Arenales-  Baldíos Nacionales-  Bijagual-  Boca del Guamo-  Chirita-  El Castillo-  El Guachi-  El Guamo-  El Oso-  El Pital-  La Aduana-  La Arenosa-  La Bamba-  La Corona-  La Esperanza-  La Llana-  La Primavera-  La Rica-  L"
52438,5,5250,"0524","052438","Rural","Casa Loma","Aguacates- Alto del Berrugoso-  Arenas Blancas-  Bocas de la Zorra-  Bocas de Pocune-  Borrachera-  Brojola-  Campo Alegre-  Chaparrosa-  Cimarroncito-  Corderito-  Cordero-  El Pedral-  El Perico-  El Real-  El Tigre-  La Arenosa-  La Bonga-  La Lucha-"
52440,5,5895,"0524","052440","Urbano","Sin Informacion de Barrios","Cabecera  Municipal- El Limón-  La Doce-  Quebradona Uno"
52447,5,5895,"0524","052447","Rural","Sin Informacion de Barrios","Aguas Prieta- Caño la Ocho-  Chilona Abajo-  Chilona Medio-  Cimarrón-  El Pato-  Escarralao-  La Maturana-  La Tabla-  Maestro Esteban Cabecera-  Maestro Esteban Occidental-  Puerto Jobo-  Quebrada Pato-  Rio Viejo-  San Juan de Peluza"
52448,5,5895,"0524","052448","Rural","Sin Informacion de Barrios","Cordero- El Cenizo-  El Saltillo-  El Veinte-  Fraguas-  La Porquera-  La Rebatina-  Nueva Ilusión-  Pablo Muera-  Pocune Abajop-  Pocune Medio-  Quebradona Dos-  San Antonio-  San Pedro"
52450,5,5120,"0524","052450","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52457,5,5120,"0524","052457","Rural","Sin Informacion de Barrios","El Porvenir- Pueblo Guapo-  Puerto Santo-  San Jose del Mar-  Vida Nueva"
52458,5,5120,"0524","052458","Rural","Sin Informacion de Barrios","Alto Caceri- Alto el Tigre-  Alto Tamaná-  Anara-  Arenales-  Asturias-  Barro Blanco-  Cabecera Municipal-  Calvario-  Campamento-  Campanario-  Candilejas-  Caño Prieto-  Corales el Peñon-  El Cacucho-  El Deseo-  El Jardin-  El Rayo-  El Tigre-  El Tor"
52460,5,5790,"0524","052460","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52467,5,5790,"0524","052467","Rural","Sin Informacion de Barrios","Agualinda- Area Sin Levantar-  Blanco-  Cabecera Municipal-  Cañoñ de Iglesias-  Chuchui-  El Cerro-  El Guaimaro-  El Porvenir-  La Cabaña-  La Cabaña-  La Caucana-  La CIdra-  La Francia-  La Ilusión-  La Linda-  La Primavera-  Manizales-  Mano Pinta-"
52468,5,5790,"0524","052468","Rural","Sin Informacion de Barrios","Anaparo- Curumana-  La Union-  Las Acacias"
52810,5,5736,"0528","052810","Urbano","Sin Informacion de Barrios","El Aporriado"
52817,5,5736,"0528","052817","Rural","Sin Informacion de Barrios","Bagre Medio- Baldios de La Nación-  El Pescado-  El Tesoro-  La Palma-  La Po-  Marmoles-  Monte Frio-  San Miguelito-  Santa Isabel-  Villa Severa"
52818,5,5736,"0528","052818","Rural","Sin Informacion de Barrios","Campo Alegre- Chorro Lindo-  Cuturu Abajo-  Cuturu Arriba-  Laureles-  Popales-  Puerto Calavera-  Quebradona-  Remedios_Antioquia"
52820,5,5604,"0528","052820","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
52827,5,5604,"0528","052827","Rural","Sin Informacion de Barrios","Ite- La  Congoja-  San Francisco"
52828,5,5604,"0528","052828","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
52830,5,5858,"0528","052830","Urbano","Sin Informacion de Barrios","La Sierra"
52837,5,5858,"0528","052837","Rural","Sin Informacion de Barrios","Bélgica- Corinto-  El Cascajo-  El Churu-  El Jabón-  El Olvido-  El Silencio-  El Tigre-  Guamoco-  La Aldea-  La Alejandría-  La Clarita-  La Gallinera-  Mata Arriba-  Mona-  San Juan-  San Pascual"
