"id","name","code"
"24","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Constancia de recibo del bien y/o prestación del servicio","R03-PT"
"25","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Aceptación expresa","R04-PT"
"26","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Manifestación Aceptación Tácita","R05-PT"
"27","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Aval","R06-PT"
"28","Registrar, firmar y consultar documento electrónico tipo Application Response – Inscripción de la factura electrónica de venta como título valor - RADIAN","R07-PT"
"29","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Propiedad (con o sin responsabilidad)","R08-PT"
"30","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Garantía","R09-PT"
"31","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Procuración","R10-PT"
"32","Registrar, firmar y consultar documento electrónico tipo Application Response – Cancelación de endoso","R11-PT"
"33","Registrar, firmar y consultar documento electrónico tipo Application response – Limitaciones a la circulación de la factura electrónica de venta como título","R12-PT"
"34","Registrar, firmar y consultar documento electrónico tipo Application response – Terminación de las limitaciones a la circulación de la factura electrónica de venta como título","R13-PT"
"35","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Mandato","R14-PT"
"36","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Terminación del Mandato","R15-PT"
"37","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Pago de la factura electrónica de venta como título valor","R16-PT"
"38","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Inforrme para el pago","R17-PT"
"39","Mandato con Representación","MR91-F"
"40","Mandato por documento General","ALL17-F"
"41","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Acuse de recibo","R01-F"
"42","Registrar y firmar documento electrónico tipo ApplicationResponse - Rechazo de la FEV","R02-F"
"43","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Constancia de recibo del bien y/o prestación del servicio","R03-F"
"44","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Aceptación expresa","R04-F"
"45","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Manifestación Aceptación Tácita","R05-F"
"46","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Aval","R06-F"
"47","Registrar, firmar y consultar documento electrónico tipo Application Response – Inscripción de la factura electrónica de venta como título valor - RADIAN","R07-F"
"48","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Propiedad (con o sin responsabilidad)","R08-F"
"49","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Garantía","R09-F"
"50","Registrar, firmar y consultar documento electrónico tipo Application Response – Endoso en Procuración","R10-F"
"51","Registrar, firmar y consultar documento electrónico tipo Application Response – Cancelación de endoso","R11-F"
"52","Registrar, firmar y consultar documento electrónico tipo Application response – Limitaciones a la circulación de la factura electrónica de venta como título","R12-F"
"53","Registrar, firmar y consultar documento electrónico tipo Application response – Terminación de las limitaciones a la circulación de la factura electrónica de venta como título","R13-F"
"54","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Mandato","R14-F"
"55","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Terminación del Mandato","R15-F"
"56","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse - Pago de la factura electrónica de venta como título valor","R16-F"
"57","Registrar, firmar y consultar documento electrónico tipo ApplicationResponse – Inforrme para el pago","R17-F"
